yyyy/mm/dd,SESIA_1,TANARO_1,TICINO_1,SCRIVIA_1,TIDONE_1,LAMBRO_1,NURE_1,ENZA_1,OGLIO_1,SECCHIA_1,DORA BALTEA_1,MALONE_1,MINICIO_1,TREBBIA_1,PARMA_1,PANARO_1,TARO_1,STURA DI LANZO_1,PO_1,PO_2,PO_3a,PO_3b,PO_4,PO_5,PO_6,PO_7,PO_8,PO_9,PO_10,PO_11,PO_12,PO_13,PO_14a,PO_14b,PO_15,PO_16,PO_17,PO_18a,PO_18b,PO_18c,PO_19a,PO_21,PO_22,PO_23,PO_24,PO_25,PO_26b,PO_27,PO_28,PO_29,PO_30a,PO_30b,PO_31,PO_32,PO_33,PO_34,PO_35,ORCO_1,ARDA_1,ADDA_1,PO_26a,PO_20b,PO_20a,PO_19b
18/11/2020,33.9,64.8,219.48,10.83,1.08,20.06,5.31,7.86,96.7,15.48,34.71,2.22,47.39,13.65,6.35,19.03,4.9,6.86,50.67,50.94,51.99,63,63,64.73,99.96,100.64,102.42,105.71,106.24,143.05,148.45,214.74,217.13,234.48,246.12,469.89,486.01,489.85,492.09,516.32,535.67,712.05,720.84,727.73,741.09,766.04,795.17,800.53,903.46,915.37,967.73,986.87,992.44,1001.52,1030.25,1040.13,1051.91,7.76,4.13,152.25,775.97,705.85,549.99,547.88
19/11/2020,32.39,62.45,208.57,10.22,1.06,18.99,5.2,7.97,93.54,15.07,32.52,2.24,44.53,13.6,6.45,18.96,4.56,6.57,48.87,49.14,50.19,60.99,60.99,63.04,96.51,97.56,99.95,104.25,104.6,139.27,143.13,206.57,208.71,225.22,237.82,453.25,469.26,472.78,474.77,497.18,515.39,684.36,692.69,698.75,710.75,735.07,765.18,771.05,873.35,888.26,937.78,955.99,960.4,967.34,993.86,1002.9,1014.23,7.51,3.87,145.48,744.83,678.05,528.93,526.89
20/11/2020,31.97,60.62,200.7,9.89,1.12,19.13,5.45,8.08,91.42,15.3,31.64,2.2,42.79,13.99,6.59,18.48,4.79,6.44,48.25,48.48,49.51,59.98,59.98,62.02,94.4,95.23,97.2,100.46,100.74,134.94,139.29,201.36,204.04,220.36,232.51,438.17,452.07,454.73,456.69,479.21,497.78,662.18,669.56,674.16,685.48,709.28,738.24,744.32,842.87,855.4,902.71,921.41,925.96,933.88,962.32,972.31,982.34,7.2,4.18,140.79,718.61,656.87,512.81,510.03
21/11/2020,28.71,57.49,191.01,8.84,1.13,17.51,6.32,9.92,91.11,14.42,29.54,1.83,40.03,14.97,6.84,18.18,4.06,5.34,44.15,44.75,46.11,55.93,55.93,58.79,89.73,90.97,93.08,96.94,97.47,128.47,134.01,193.06,196.01,210.52,222.98,420.28,435.86,440.31,442.81,464.72,485.35,642.02,649.69,654.9,665.6,695.24,722.63,726.89,822.23,831.14,875.11,892.78,897.68,905.63,931.71,939.66,948.71,6.55,3.78,134.15,704.87,636.57,499.72,497.51
22/11/2020,27.75,54.72,187.76,8.15,1.58,16.15,7.14,11.2,89.48,15.19,28.47,2.4,39.05,14.18,9.93,15.88,5.03,6.13,43.14,42.92,43.6,53.33,53.33,54.7,83.67,84.44,86.94,92.09,92.65,123,126.87,182.87,185.4,199.19,210.72,404.57,416.25,419.42,422.03,442.42,462.2,618.54,627.77,634.1,646.48,677.94,708.56,713.85,807.57,817.35,859.04,875.87,877.37,880.96,902.41,910.07,920.95,6.71,4.43,126.78,689.66,611.83,480.73,477.7
23/11/2020,31.43,53.99,184.01,9.67,1.49,20.39,7.03,13.42,92.02,18.62,28.34,2.07,37.78,16.28,12.15,17.92,5.47,6.1,47.84,48.27,49.49,59.38,59.38,60.87,89.15,89.29,90.16,89.54,89.32,122.51,126.65,181.88,184.42,201.04,212.03,398.83,411.83,413.84,415.79,438.47,456.61,597.5,605.42,610.97,623.91,658.88,698.12,703.69,801.02,806.65,845.63,865.85,867.93,871.21,892.38,895.87,898.42,6.8,4.58,124.78,674.07,592.89,466.7,465.7
24/11/2020,29.24,52.96,177.7,8.39,1.48,17.43,6.45,11.9,87.13,20.21,26.56,1.94,35.56,14.35,11.38,19.28,4.96,5.7,45.14,45.43,46.45,55.74,55.74,57.65,85.12,86.13,88.57,93.58,94.05,125.14,127.23,180.32,180.92,194.85,204.48,387.64,402.29,405.71,407.97,428.03,445.57,587.67,595.4,598.79,608.13,639.26,673.46,679.01,774.14,789.1,830.25,853.83,857.98,862.77,884.53,888.14,892.02,6.37,4.39,118.65,652.39,581.67,459.54,457.47
25/11/2020,27.3,52.14,172.17,7.54,1.52,15.73,6.13,11,82.39,18.67,27.03,2.09,33.96,12.7,10.84,17.58,4.65,5.6,42.9,43.06,44.08,53.39,53.39,55.5,83.55,84.62,86.92,89.55,89.52,118.49,122.64,176.32,179.49,192.97,204.38,380.26,389.3,390.63,392.54,410.98,428.76,567.31,574.32,578.62,589.51,620.6,658.01,663.34,750.33,759.54,797.2,818.68,823.53,833.16,862.16,872.62,882.1,6.22,4.09,112.64,634.79,562.14,445.64,443.08
26/11/2020,28.15,50.49,167.54,7.68,1.25,16.39,5.52,10.87,79.7,17.89,25.64,1.74,32.74,12.59,10.07,17.65,4.66,5.34,43.59,43.99,45.09,53.91,53.91,55.85,81.99,82.55,83.85,86.29,86.83,117.3,122.17,173.81,175.69,189.03,198.31,369.76,383.56,386.85,388.93,408,422.95,546.17,553.26,558.44,570.31,600.69,636.38,641.22,726.62,738.82,777.33,798.87,803.59,808.66,831.07,837.94,848.15,5.99,4.1,109.36,614.83,542.45,431.78,430.98
27/11/2020,25.61,48.48,162.62,6.85,1.39,14.36,5.52,9.48,76.89,17.07,24.19,2.19,31.11,10.75,9.37,17.04,4.23,5.46,40.66,40.64,41.59,50.48,50.48,52.64,77.98,79.2,82.1,85.77,85.97,113.51,115.65,164.93,167.34,179.72,190.96,360.4,370.58,372.78,374.78,392.38,408.16,535.62,541.73,545.36,554.28,579.33,608.52,614.23,700.15,715.49,751.17,770.87,774.58,781.59,808.15,818.44,827.71,5.92,3.6,104.02,590.2,530.85,423.58,421.35
28/11/2020,32,50.12,164.25,8.52,1.43,19.91,5.79,10.84,79.74,19.07,25.27,2.09,32.38,12.14,9.32,18.69,6.46,6.26,48.84,48.91,49.67,58.69,58.69,59.1,83.52,83.09,83.45,83.54,83.54,117.49,121.36,172.21,173.12,188.83,197.04,360.52,369.88,370.15,371.52,392.44,405.26,522.08,528.76,532.59,546.09,571.84,601.24,606.42,688.1,692.19,726.38,747.35,750.47,756.84,783.39,790.82,798.28,6.29,4.96,105.46,583.09,519.42,413.26,412.67
29/11/2020,27.17,49.94,155.8,7.4,1.18,16.4,5.14,9.1,77.91,18.27,23.3,1.91,29.04,10.88,8.29,20.95,4.21,5.33,43.1,43.59,44.95,54.14,54.14,57.48,82.62,84.17,86.92,90.12,89.99,118.03,119.49,169.75,171.28,184.38,195.72,357.45,369.28,371.52,373.21,391.97,405.99,518.16,522.93,525.3,533.6,556.8,583.18,588.19,673.24,685.43,717.77,737.97,740.24,742.89,766.01,771.46,777.67,5.86,3.55,100.11,566.61,515.57,414.88,414.27
30/11/2020,24.75,48.78,151.44,6.39,1.01,13.68,4.62,7.78,69.43,16.82,23.45,1.65,27.71,9.84,7.14,17.16,3.53,4.84,40.22,40.67,41.83,50.15,50.15,52.25,76.56,77.35,79.08,83.06,83.98,111.63,118.31,168.65,171.27,182.76,191.85,345.57,355.56,358.27,360.12,377.09,391.82,506.54,513.3,517.62,525.85,547.06,569.66,573.52,647.52,657.61,689.89,710.05,715.7,725.16,751.65,758.88,764.43,5.5,3.17,93.5,556.01,501.53,404.92,403.03
12/01/2020,24.32,47.6,150.19,6.25,1.21,13.12,5.05,7.65,67.81,14.85,22.43,2.25,27.31,8.89,7.25,15.21,3.98,5.47,39.3,39.12,39.92,48.46,48.46,49.98,73.05,74.04,76.98,80.53,80.58,106.76,108.99,157.47,159.99,171.71,182.42,339.6,348.81,350.82,352.51,368.14,379.54,486.28,492.7,498.04,508.37,528.88,555.72,561.03,633.64,641.19,670.69,687.1,689.8,696,719.37,728.76,741.54,5.71,3.23,89.54,538.49,481.76,390.14,388.87
12/02/2020,32.61,51.14,159.58,8.54,1.19,20.19,5.4,9.81,74.96,17.79,23.01,2.1,29.57,10.89,7.46,18.67,6.08,6.32,49.41,49.66,50.52,59.69,59.69,60.01,82.35,82.19,82.8,81.23,80.75,114.45,117.87,169.61,169.65,185.69,194.13,352.48,359.9,358.02,358.53,377.61,385.94,485.66,490.77,492.07,502.75,523.02,546.96,552.46,629.43,634.41,665.55,685.29,687.14,688,706.5,708.77,712.31,6.25,4.89,94.58,531.19,484.24,390.05,389.76
12/03/2020,29.17,57.2,158.99,7.43,1.07,18.1,5.3,11.3,79.05,18.32,21.83,2.09,29.29,9.87,7.81,21.19,4.61,5.46,45.58,45.88,47.12,56.49,56.49,59.21,82.87,84.77,88.32,92.99,92.77,122.5,122.96,179.78,179.05,192.18,202.96,366.13,378.43,378.21,379.07,396.98,405.48,498.74,500.88,499.77,506.26,525.61,550.99,556.18,636.71,640.88,670.04,689.04,689.87,690.84,711.49,714.48,714.73,5.91,4.06,93.49,533.68,499.67,408.69,408.87
12/04/2020,30.17,63.23,162.69,8.1,1.45,20.63,6.09,13.24,78.61,19.14,23.65,2.25,30.87,10.26,8.48,19.25,5.85,5.77,47.63,47.82,49.03,58.45,58.45,60.24,84.65,85.43,87.34,89.06,89.06,121.23,127.58,192.48,194.03,209.08,220.53,382.54,392.79,388.32,388.95,408.7,417.74,515.34,519.25,519.3,527.51,548.11,564.39,568.11,642.98,643.6,674.57,694.81,696.38,698.7,716.84,717.03,716.24,6.15,4.74,91.66,554.64,514.88,424.48,423.6
12/05/2020,37.64,69.63,234.58,15.17,7.73,51.39,26.99,37.95,94.12,21.88,26.05,2.88,33.11,23.93,29.45,21.11,38.12,6.62,50.21,50.43,51.74,63.15,63.15,64.97,92,93.36,95.79,97.72,97.26,135.27,135.01,204.97,204.94,229.21,247.95,486.29,562.58,543.93,543.23,568.56,540.97,571.86,579.14,568.59,600.05,660.37,653.23,648.49,713.08,688.9,713.28,731.09,724.42,715.84,726.55,723.79,722.68,7.41,19.88,108.74,667.98,589.95,506.52,515.51
12/06/2020,63.61,84.85,295.07,31.12,14.53,156.62,60.56,158.17,258.38,132.46,27.5,3.6,61.17,58.3,137.69,59.74,118.53,7.61,56.54,56.73,58.03,71.13,71.13,73.41,101.68,103.16,106,109.99,109.99,174.55,172.25,256.4,251.37,294.61,323.51,618.17,747.64,745.18,755.72,900.15,916.03,997.78,986.87,928.13,988.57,1173.63,1239.95,1250.36,1358.61,1128.69,1080.94,1150.02,1033.6,885.7,859.24,795.52,761.85,8.08,52.13,193.73,1255.77,1057.5,905.12,918.46
12/07/2020,92.63,102.63,311.33,42.66,14.32,221.17,72.42,151.19,465.74,272.78,28.25,5.35,89.78,76.52,132.26,275.32,106.64,8.74,63.14,63.52,65,83.01,83.01,84.84,113.16,113.94,116.14,120.46,120.9,216.01,218.54,322.39,319.49,378.97,422.31,740.93,872.65,879.4,893.72,1115.37,1179.94,1588.11,1598.01,1557.44,1619.59,1842.3,1979.95,2007.81,2371.21,2214.13,2204.98,2416.2,2315.15,2120.79,2093.13,1823.36,1445.88,11.2,52.01,380.24,1937.27,1613.43,1242.43,1240.74
12/08/2020,126.47,117.84,328.53,51.48,17.19,230.24,89.35,143.45,599.74,245.17,29.63,6.68,109.12,82.34,122.2,232.8,107.89,10.24,65.7,66.3,68.02,88.84,88.84,93.09,124.37,126.19,129.67,135.5,135.69,265.08,269.16,388.23,384.21,457.58,512.26,854.38,982.8,982,996.83,1223.34,1290.17,1861.73,1916.88,1919.68,2028.38,2285.33,2493.83,2536.13,3082.01,3006.68,3058.54,3269.14,3211.32,3109.51,3200.09,3075.26,2894.82,11.94,65.28,464.12,2392.05,1852.84,1388.76,1379.98
12/09/2020,154.7,142.52,378.46,66.6,22.37,275.28,105.82,164.49,898.12,275.32,31.17,6.9,162.84,85.52,148.14,249.73,135.75,11.14,68.32,69.06,70.81,92.1,92.1,96.95,130,132.51,137.41,148.08,148.76,308.56,316.73,462.33,458.07,559.57,642.51,1051.32,1203.65,1206.92,1226.33,1497.56,1558.52,2212.68,2282.34,2278.05,2414.35,2678.17,2930.1,2984.26,3828.36,3755.23,3855.8,4093.84,4028.63,3917.39,4029.42,3919.4,3771.96,11.95,93.7,565.74,2805.1,2206.87,1648.01,1644.02
12/10/2020,165.4,178.38,397.98,72.75,20.54,270.47,91.5,152.58,1058.35,291.48,31.29,6.38,197.92,80.61,134.08,264.37,125.26,10.7,70.15,71.13,73.04,93.27,93.27,98.86,132.59,135.59,141.78,156.66,157.9,330.97,352.24,537.82,539.02,653.74,761.93,1207.46,1358.22,1369.58,1391.15,1669.12,1748.27,2462.22,2553.9,2581.38,2746.99,3012.66,3343.88,3411.94,4464.85,4480.05,4645.96,4918.27,4880.88,4802.75,4949.7,4848.49,4694.53,11.1,90.94,564.84,3151.79,2430.79,1861.61,1850.01
12/11/2020,147.83,200.56,391.47,65.76,16.6,234.17,70.63,121.78,910.87,257.94,30.56,5.79,202.22,70.89,102.22,233.38,97.47,9.92,68.4,69.23,71.01,89.58,89.58,95.23,128.47,131.45,137.95,154.05,155.55,312.33,336.7,545.59,550.89,657.89,763.55,1212.28,1351.6,1372.89,1395.08,1649.04,1745.25,2434.79,2526.99,2572.92,2731.97,2966.76,3303.46,3372.16,4326.02,4450.68,4686.18,4967.17,5001.86,5048.12,5310.47,5330.55,5320.01,10.21,68.58,493.53,3088.21,2381.44,1873.41,1856.01
12/12/2020,130.04,206.1,383.59,60.84,14.2,191.94,57.73,98.98,735.13,224.29,30.04,5.32,201.19,62.56,81.91,204.63,77.96,9.32,67.67,68.39,70.09,87.32,87.32,92.46,124.81,127.4,133.47,147.7,148.76,287.41,310.69,525.13,531.92,631.25,729.38,1166.56,1282.12,1301.02,1320.41,1531.01,1619.47,2217.53,2298.74,2347.21,2493.9,2704.05,3033.01,3098.3,3902.59,4055.74,4306.74,4563.58,4613.55,4687.76,4967.4,5036.58,5104.74,9.58,53.76,415.96,2813.81,2166.24,1735.46,1719
13/12/2020,108.17,197.65,364.7,51.54,11.93,146.17,48.07,83.07,592.2,192.4,28.58,4.72,194.26,54.04,70.69,175.22,63.7,8.33,64.03,64.98,66.85,82.93,82.93,88.13,119,121.57,127.62,141.47,142.4,258.15,278.98,484.87,493.58,577.9,667.99,1085.77,1182.82,1203.64,1222.29,1390.87,1476.92,2002.87,2072.65,2116.96,2243.28,2425.33,2705.43,2761.21,3421.71,3565.89,3809.45,4033.98,4084.01,4165.18,4431.9,4520.07,4620.99,8.91,43.6,355.97,2520.79,1958.51,1587.75,1571.29
14/12/2020,93.87,185.69,347.82,50.09,10.11,121,41.4,68.94,485.74,166.63,27.91,4.32,184.82,48.05,58.58,157.46,51.12,7.98,62.05,62.66,64.07,78.72,78.72,82.89,112.6,114.71,120.02,132.29,133.36,234.82,253.89,446.43,453.9,532.66,608.7,997.97,1078.87,1096.62,1112.4,1251.92,1327.81,1799.42,1856.7,1892.75,1998.57,2155.14,2408.68,2458.19,3006.63,3133.21,3363.96,3561.07,3608.27,3681.19,3917.4,3995.85,4090.06,8.41,35.04,323.07,2237.34,1760.85,1424.52,1410.21
15/12/2020,82.62,177.07,328.49,48.17,8.87,100.98,37.63,58.12,406.64,143.91,27.37,3.95,172.77,44.16,50.11,138.34,40.72,7.76,61.23,61.74,63.08,76.8,76.8,80.67,109.68,111.64,116.54,126.15,126.68,215.83,231.49,414.27,420.46,493.75,558.51,922.85,992.85,1007.86,1021.42,1137.83,1205.07,1649.17,1693.39,1720.36,1805.03,1939.67,2147.71,2187.82,2646.58,2751.22,2960.85,3130.11,3171.51,3240.62,3455.99,3529.13,3614.37,8.07,28.58,322.3,2007.35,1619.89,1287.44,1276.15
16/12/2020,74.21,176.33,313.99,49.84,9.92,87.55,37.37,50.18,358.62,126.62,26.58,3.65,161.71,43.39,44.19,123.71,33.78,7.48,60.68,61.18,62.47,75.54,75.54,78.96,106.88,108.72,113.45,122.16,122.55,202.6,217.3,399.07,403.21,475.16,532.4,873.51,930.43,943.25,956.56,1056.08,1116.25,1524.14,1564.31,1588.64,1662.87,1786.47,1962.2,1994.41,2392.56,2466.11,2652.87,2797.73,2827.68,2878.69,3062.07,3121.65,3189.83,7.8,25.38,307.57,1846.32,1499.39,1184.81,1176.66
17/12/2020,66.61,187.27,301.26,50.53,10.3,76.36,36.63,44.46,351.06,112.04,25.93,3.36,151.54,43.88,39.21,110.17,27.97,7.05,61,61.38,62.54,74.8,74.8,77.76,104.78,106.32,110.54,118.31,118.74,190.63,203.58,395.79,398.58,468.4,521.32,846.79,897.48,908.98,922.2,1009.37,1067.26,1446.48,1481.25,1499.49,1560.22,1669.7,1811.6,1837.63,2219.01,2283.59,2456.68,2584.25,2608.09,2645.11,2793.98,2833.92,2879.34,7.46,23.51,287.99,1719.56,1425.18,1131.1,1123.72
18/12/2020,61.26,203.88,289.44,50.37,9.86,67.35,33.93,40.49,314.97,102.19,25.56,3.25,140.46,43.24,35.54,100.09,24.52,6.97,60.31,60.7,61.94,73.85,73.85,76.97,103.66,105.09,109.13,115.97,116.2,182.06,192.77,400.96,403.72,471.49,518.31,826.51,867.39,876.05,888.23,964.87,1021.46,1368.92,1400.23,1417.63,1473.13,1575.79,1705.88,1729.35,2071.25,2128.37,2287.6,2403.2,2423.29,2454.6,2588.43,2623.99,2665.39,7.18,20.6,263.07,1621.06,1349.47,1080.87,1074.43
19/12/2020,57.44,202.4,279.51,55.74,9.26,60.18,31.07,38.7,277.56,96.68,25.21,3.09,129.16,44.76,34.29,94.32,21.18,6.9,59.81,60.19,61.45,72.95,72.95,75.95,102.22,103.51,107.22,113.49,113.82,175.82,186.13,392.49,396.41,468.5,513.93,811.75,850.95,858.77,870.1,938.36,993.87,1305.05,1330.7,1344.23,1392.18,1490.15,1611.47,1632.21,1933.48,1985.69,2131.68,2240.43,2258.75,2288.23,2414.81,2448.04,2484.53,6.98,18.14,241.35,1533.02,1289.99,1044.67,1039.91
20/12/2020,53.81,208.45,271.62,70.56,9.75,54.49,30.86,35.46,249.58,90.01,24.69,2.91,119.01,50.92,32.34,87.73,19.86,6.64,58.03,58.41,59.68,70.92,70.92,73.96,99.86,101.15,104.76,111.2,111.49,169.64,179.3,391.33,393.54,478.39,521.66,807.44,839.95,845.38,856.44,917.6,976.8,1262.65,1285.43,1296.04,1338.58,1432.29,1535.4,1552.72,1821.03,1862.45,1995.17,2095.51,2111.86,2137.89,2254.22,2284.53,2318.93,6.86,17.24,226.71,1470.42,1251.02,1021.82,1018.25
21/12/2020,50.19,212.38,263.99,79.47,9.51,51.35,29.54,31.96,233.79,81.51,24.06,2.75,109.19,63.54,29.99,79.3,17.88,6.24,56,56.26,57.41,68.15,68.15,70.96,96.22,97.56,101.29,108.37,108.78,163.5,173.32,389.19,392.31,485.92,534.44,814.9,847.63,853.15,863.86,920.71,988.39,1255.16,1272.39,1278.06,1312.65,1406.36,1489.87,1503.37,1749.31,1780.87,1899.24,1988.04,1999.5,2019.17,2121.88,2146.99,2176.22,6.68,15.6,219.38,1439.08,1247.48,1027.08,1024.82
22/12/2020,51.62,220.22,257.21,81.36,8.99,54.57,28.12,31.37,223.38,77.39,24.24,2.76,102.2,71.69,29.09,76.25,18.84,6.6,61.17,61.22,62.01,72.38,72.38,73.85,98.12,98.51,100.94,105.55,105.75,161.53,170.3,393.69,396.58,492.88,539.4,812.78,846.85,851.71,861.81,921.88,1000.52,1263.9,1280.93,1286.04,1320.59,1412.8,1486.73,1497.7,1725.08,1743.02,1848.54,1929.87,1935.78,1945.73,2033.57,2049.52,2067,6.7,15.59,215.11,1443.11,1256.59,1040.2,1037.72
23/12/2020,47.49,217.93,245.07,72.85,8.51,47.63,25.29,28.16,204.44,73.39,23.58,2.63,92.81,70.7,25.96,71.8,15.53,6.31,59.15,59.48,60.74,71.66,71.66,74.7,99.57,100.81,104.13,108.96,108.8,159.41,166.2,386.86,390.29,476.5,522.11,785.91,819.67,827.75,838.87,896.17,979.13,1241.06,1260.05,1269.32,1302.78,1394.88,1473.75,1485.5,1699.63,1723.65,1821.51,1899.13,1905.22,1913.2,1991.58,2001.71,2011.24,6.89,13.13,202.41,1425.26,1228.87,1022.74,1018.64
24/12/2020,46.84,210,243.88,71.55,8.2,45.48,23.73,27.13,187.88,68.4,23.43,2.59,86.11,73.98,24.73,67.44,14.71,6.38,60.33,60.51,61.46,72.24,72.24,74.23,98.19,98.83,101.44,106.5,106.88,157.75,166.39,379.36,383.34,468.32,512.82,772.75,801.26,805.4,814.81,866.11,947.86,1193.08,1211.3,1221.73,1256.31,1353.3,1434.34,1446.72,1647.74,1673.5,1766.75,1840.82,1849.42,1862.5,1943.5,1958.74,1972.55,7.09,12.34,193.02,1383.72,1182.52,986.27,982.79
25/12/2020,45.46,202.82,243.03,71.72,10.33,49.19,25.22,28.83,175.84,66.18,23.7,2.5,79.79,80.13,26.3,63.41,13.52,6.23,59.64,59.84,60.91,71.65,71.65,74.26,99.05,100.21,103.4,107.57,107.41,156.09,162.38,367.81,371.17,455.68,497.66,755.5,787.49,793.34,804.93,859.7,944.32,1176.56,1188.82,1192.82,1219.82,1321.76,1389.79,1400.03,1584.77,1609.92,1698.98,1771.74,1781.5,1795.76,1874.38,1891.16,1908.37,7,11.73,194.38,1348.29,1172.1,977.76,975.78
26/12/2020,49.34,215.2,254.51,80.88,16.49,74.04,47.04,40.16,210.46,76.73,24.23,2.37,83.18,88.59,44.81,63.61,64.49,6.08,62.65,62.85,63.73,73.74,73.74,75.51,100.21,101.03,103.85,108.46,108.59,162.19,173.53,392.29,394.16,492.13,551.83,823.51,857.32,858.08,872.71,945.42,1022.36,1279.08,1306.24,1306.4,1376.92,1509.59,1529.9,1529.07,1699.82,1654.64,1719.64,1788.66,1777.49,1766.52,1825.02,1830.35,1840.39,6.56,35.79,226.77,1538.18,1282.75,1060.94,1060.39
27/12/2020,45.57,215.55,246.76,71.48,16.8,79.73,49.86,40.29,233.18,86.41,23.85,2.26,80.77,80.72,49.23,65.34,78.4,5.61,59.68,60.13,61.44,71.21,71.21,74.14,99.22,100.53,104.06,109.48,109.54,158.7,170.26,390.72,395.45,484.85,550.57,832.16,885.31,898.36,917.62,1008.35,1097.94,1398.6,1434.56,1446.17,1539.6,1683.33,1754.77,1761.71,1975.25,1940.93,1992.53,2060.45,2027.3,1970.48,1970.41,1923.41,1874.99,6.04,38.41,225.44,1727.88,1392.16,1166.25,1160.85
28/12/2020,48.93,210.17,245.3,68.35,14.63,90.23,48.06,45.27,248.69,90.09,24.12,2.41,82.28,76.46,48.85,69.62,76.72,6.24,62.75,62.79,63.62,72.82,72.82,74.3,98.73,99.37,102.26,106.96,107.37,160.89,171.71,386.82,394.16,483.4,548.04,826.2,880.1,891.14,907.85,1007.93,1093.31,1411.43,1455.25,1478.63,1586.35,1738.61,1877.12,1893.13,2136.17,2119.45,2188.07,2271.19,2257.78,2229.96,2259.91,2227.65,2172.17,5.9,38.04,223.52,1794.59,1395.93,1168,1160.04
29/12/2020,45.1,193.2,235.64,57.67,12.84,85.11,46.18,55.01,290.13,99.99,23.14,2.28,86.2,69.13,49.45,74.91,67.22,5.81,58.28,58.78,60.23,69.83,69.83,73.29,98.11,99.67,103.48,108.46,108.39,156.74,166.85,365.04,371.75,448.19,508.65,782.85,841.42,856.75,873.87,974.99,1063.55,1390.34,1435.19,1459.24,1558.94,1721.31,1864.28,1885.83,2188.66,2208.5,2294.47,2394.4,2392.79,2389.79,2448.56,2427.38,2391.5,5.69,36.42,225.27,1775.48,1372.74,1142.12,1133.56
30/12/2020,42.46,172.36,226.95,52.5,10.89,78.84,48.82,66.81,289.6,107.38,22.65,2.25,85.9,71.62,61.05,92.54,61.34,5.54,54.74,55.2,56.55,65.68,65.68,68.5,92.37,93.52,96.84,102.76,103.42,150.34,162.22,339.76,347.09,417.19,473.74,734.6,786.77,799.76,814.39,907.3,997.25,1326.48,1373.48,1399.04,1495.64,1690.71,1874.37,1898.78,2198.12,2219,2306.38,2415.22,2416,2417.81,2510.9,2512.46,2506.54,5.4,35.13,215.02,1763.19,1305.28,1082.72,1073.03
31/12/2020,40.52,154.47,221.21,45.95,9.96,76.57,46.05,67.04,275.92,115.1,22.33,2.22,84.72,64.38,57.87,100.22,54.29,5.35,51.44,51.85,53.23,62.13,62.13,64.93,88.5,89.82,93.38,99,99.36,143.64,153.21,312.33,318.52,381.08,433.67,688.18,738.33,751.33,765.07,855.62,936.85,1253.22,1295.3,1319.02,1405.56,1585.9,1778.08,1809.37,2116.46,2165.13,2265.54,2390.53,2403.44,2420.28,2529.72,2535,2533.67,5.22,31.51,210.53,1656.05,1234.36,1017.3,1008.84
01/01/2021,42.25,144.86,218.55,44.51,9.16,78.78,45.08,67.83,265.89,118.52,22.28,2.3,85.71,59.99,56.68,103.32,52.24,5.71,52.33,52.52,53.62,62.27,62.27,64.2,87.37,88.31,91.24,95.56,95.89,142.08,151.03,300.08,305.25,366.68,412.81,658.14,702.47,712.12,723.82,813.28,888.14,1195.83,1235.37,1255.87,1338.36,1506.09,1690.37,1718.7,2006.35,2046.96,2145.92,2274,2289.04,2311.79,2439.09,2463.49,2487.79,5.23,30.42,208.48,1572.61,1178.25,964.11,956.52
01/02/2021,48.83,137.22,224.68,39.31,10.12,83.34,52.59,71.33,286.66,125.76,23.77,2.98,90.27,54.02,60.97,105.2,61.39,7.15,53.91,53.88,54.93,65.4,65.4,67.2,92.07,93.54,97.22,101.44,101.1,152.57,155.73,295.8,298.42,357.64,402.36,650.22,689.1,696.98,708.77,801.67,863.63,1167.04,1206.81,1224.49,1312.43,1473.38,1643.99,1672.45,1971.64,1992.34,2086.6,2216.08,2222.58,2236.73,2353.67,2367.86,2384.45,6.42,36.27,214.24,1539.43,1155.57,938.98,932.91
01/03/2021,96.84,140.09,263.1,38.85,15.79,119.48,69.48,79.06,355.52,140.77,30.22,5.59,95.46,58.11,70,117.28,80.25,18.17,84.19,83.48,83.37,99.97,99.97,98.65,126.41,125.65,127.15,127.08,125.65,223.19,215.07,353.61,347.64,415.58,457.44,730.28,767.79,767.45,781.08,902.57,952.04,1263.36,1298.86,1302.16,1395.72,1566.38,1695.56,1718.99,2060.95,2051.47,2137.61,2274.99,2269.79,2264.2,2371.75,2367.13,2357.58,10.65,47.85,254.08,1627.06,1266.62,1017.83,1017.49
01/04/2021,146.49,164.72,281.02,44.22,16.12,137.1,65.09,77.54,404.06,143.91,36.14,7.91,97.81,61.79,69.92,121.03,81.45,25.45,121.02,120.9,121.54,143.76,143.76,145.96,181.59,182.32,186.91,190.65,188.07,334.13,332.8,495.31,483.97,561.99,597.27,869.99,900.19,893.76,906.15,1041.62,1094.56,1434.9,1472.27,1474.45,1568.21,1746.43,1878.3,1900.65,2284.5,2261.67,2337.38,2469.28,2449.42,2416.59,2497.13,2471.57,2439.96,12.53,48.58,284.6,1808.76,1435.18,1155.06,1154.86
01/05/2021,166.61,206.45,291.25,44.06,14.8,141.07,55.61,68.38,398.33,134.02,39.09,11.17,99.74,58.57,59.55,114.65,69.2,34.88,156.87,157.25,158.53,187.53,187.53,191.11,230,230.8,236.83,244.45,242.89,412.24,422.65,630.45,624.37,705.83,751.29,1043.24,1078.07,1070.19,1080.41,1216.61,1261.23,1576.33,1605.84,1607.22,1691.06,1851.28,1981.03,2005,2399.01,2408.68,2503.26,2634.5,2629.02,2616.12,2706.19,2686.63,2649.18,15.01,41.26,284.23,1906.54,1578.68,1301.39,1304.64
